timestamp,rx_bytes,tx_bytes,rx_packets,tx_packets,rx_dropped,tx_dropped
1771175155,743639278140,1690862242264,9536974428,17081641572,0,6
1771175185,743639307764,1690862253829,9536974476,17081641666,0,6
1771175215,743639335735,1690862265046,9536974523,17081641755,0,6
1771175245,743639365046,1690862276464,9536974575,17081641848,0,6
1771175275,743639394076,1690862288152,9536974623,17081641942,0,6
1771175305,743639690887,1690932895281,9536978323,17081689651,0,6
1771175335,743640028905,1690948784517,9536982492,17081701104,0,6
1771175365,743640205887,1690956520289,9536984437,17081706774,0,6
1771175395,743641036947,1691152714749,9536995722,17081839519,0,6
1771175425,743641354290,1691168172654,9536999560,17081850753,0,6
1771175455,743641608903,1691180566349,9537002504,17081859772,0,6
1771175485,743651553184,1691196665709,9537152426,17082103647,0,6
1771175515,743666022888,1691216495706,9537370903,17082403959,0,6
1771175545,743680451459,1691236326990,9537588699,17082704349,0,6
1771175575,743694906359,1691256145113,9537806895,17083004734,0,6
1771175605,743709328144,1691275972860,9538024500,17083305065,0,6
1771175635,743723622939,1691295794487,9538240309,17083605123,0,6
1771175665,743737965867,1691315625363,9538456840,17083905508,0,6
1771175695,743752403264,1691335455180,9538674826,17084205883,0,6
1771175726,743766806909,1691355272996,9538892299,17084506265,0,6
1771175756,743781196485,1691375099084,9539109483,17084806517,0,6
1771175786,743795575531,1691394929423,9539326586,17085106769,0,6
1771175816,743810028861,1691414759303,9539544838,17085407145,0,6
1771175846,743825429004,1691528415235,9539789385,17087207198,0,6
1771175876,744123574188,1692023703652,9544759932,17091715549,0,6
1771175906,744434103284,1692581390981,9549933093,17096447754,0,6
1771175936,744473136247,1692778228206,9550582535,17098227143,0,6
1771175966,744473232190,1692778909205,9550583684,17098234292,0,6
1771175996,744473261901,1692778920395,9550583760,17098234383,0,6
1771176026,744473291780,1692778931723,9550583823,17098234476,0,6
1771176056,744473320767,1692778943113,9550583869,17098234568,0,6
1771176086,744473352739,1692778954948,9550583926,17098234666,0,6
1771176116,744473389201,1692778968715,9550583994,17098234780,0,6
1771176146,744473429018,1692779162740,9550584068,17098235012,0,6
1771176176,744473962566,1692883595593,9550591303,17098305523,0,6
1771176206,744474125341,1692891330888,9550593103,17098311206,0,6
1771176236,744474886368,1693098021704,9550603240,17098449654,0,6
1771176266,744475284710,1693142350510,9550608179,17098480203,0,6
1771176296,744475567723,1693156302401,9550611581,17098490411,0,6
1771176326,744486477868,1693167518354,9550787272,17098627963,0,6
1771176356,744509225005,1693187327893,9551156490,17098928090,0,6
1771176386,744532596843,1693207127971,9551534365,17099228016,0,6
1771176416,744556324011,1693226943733,9551917495,17099528100,0,6
1771176446,744579897421,1693246741381,9552298476,17099828233,0,6
1771176476,744603441615,1693266554233,9552679287,17100128096,0,6
1771176506,744626838903,1693286350651,9553057925,17100427963,0,6
1771176536,744650163010,1693306151851,9553435671,17100728090,0,6
1771176566,744673558529,1693325960914,9553814083,17101027958,0,6
1771176596,744696995116,1693345797757,9554193271,17101328268,0,6
1771176626,744720371229,1693365655701,9554571579,17101628807,0,6
1771176656,744743644382,1693385462117,9554948169,17101928688,0,6
1771176686,744762449335,1693400866220,9555251760,17102162002,0,6
1771176716,744863759991,1693952043040,9556940201,17109969761,0,6
1771176746,745064051797,1694479017169,9560277789,17115795394,0,6
1771176777,745309517172,1695048909378,9564368762,17120837399,0,6
1771176807,745608244311,1695606642781,9569346422,17125703688,0,6
1771176837,745893589620,1696229360413,9574101985,17130672564,0,6
1771176867,746150387477,1696896156852,9578382601,17135479512,0,6
1771176897,746392534654,1697579047977,9582416576,17140583207,0,6
1771176927,746641567888,1698134143103,9586567257,17145741438,0,6
1771176957,746806183103,1698623118365,9589309187,17150471258,0,6
1771176987,747014841430,1699064159817,9592787151,17155316273,0,6
1771177017,747231320146,1699560865805,9596394242,17160109144,0,6
1771177047,747298139808,1699795309036,9597504398,17160504332,0,6
1771177077,747411298059,1699826428671,9599388017,17160526740,0,6
1771177107,747421556663,1699971859424,9599556102,17160625214,0,6
1771177137,747422688832,1700319953873,9599571990,17160859056,0,6
1771177167,747423367246,1700385374020,9599580761,17160904258,0,6
1771177197,747425465520,1700433132501,9599613133,17160937897,0,6
1771177227,747427896100,1700542936139,9599649227,17161077260,0,6
1771177257,747440878113,1700562757610,9599845112,17161377510,0,6
1771177287,747454468855,1700582588338,9600050212,17161677763,0,6
1771177317,747468044063,1700602410226,9600255112,17161978015,0,6
1771177347,747481637219,1700622237613,9600460274,17162278404,0,6
